IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
005217-13012019,13 Jan 2019,2019,13:28:34,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W12,0,21000401,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522150,179750,,,London,Hammersmith,270,Hammersmith,273,Hammersmith,1,2,2,1,333,1
005260-13012019,13 Jan 2019,2019,15:10:28,15,Fire,Primary Fire,,Non Residential,Restaurant/cafe,Correct incident location,W6 9GD,W6,34153961,21001650,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,523243,177972,523250,177950,51.4872785,-0.2263391,London,Hammersmith,381,Hammersmith,,,2,2,3,9,2997,1
005391-13012019,13 Jan 2019,2019,20:38:54,20,False Alarm,AFA,,Non Residential,Gym ,Correct incident location,SW6 7ST,SW6,34137929,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,524485,177674,524450,177650,51.4843326364,-0.2085652494,London,Fulham,270,Fulham,,,1,1,1,1,333,1
005413-13012019,13 Jan 2019,2019,22:17:59,22,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000235,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522650,179750,,,London,Hammersmith,284,Hammersmith,,,1,1,1,1,333,1
005430-13012019,13 Jan 2019,2019,23:24:01,23,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W12,0,21000108,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522150,179950,,,London,Hammersmith,358,Hammersmith,,,1,1,1,1,333,1
005471-14012019,14 Jan 2019,2019,03:56:34,3,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,W12 7JD,W12,34039371,21000835,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,White City,White City,523189,180034,523150,180050,51.5058300923,-0.2263874768,London,Hammersmith,247,Hammersmith,,,1,1,1,1,333,2
005485-14012019,14 Jan 2019,2019,07:00:23,7,False Alarm,AFA,,Non Residential,Single shop ,Within same building,W12 8LH,W12,34147272,21000835,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,523083,180011,523050,180050,51.5056390324,-0.2279258296,London,Hammersmith,257,Hammersmith,,,1,1,1,1,333,1
005511-14012019,14 Jan 2019,2019,08:30:26,8,False Alarm,AFA,,Non Residential,Sports Hall ,Correct incident location,W6 8BT,W6,34030526,21000411,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,523667,178614,523650,178650,51.492956,-0.220013,London,Hammersmith,153,Hammersmith,,,1,1,1,1,333,1
005659-14012019,14 Jan 2019,2019,17:53:03,17,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W6,0,21000797,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523250,179450,,,London,Hammersmith,231,Hammersmith,,,1,1,1,1,333,1
005698-14012019,14 Jan 2019,2019,19:35:43,19,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,SW6,0,21000526,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,,,524050,177150,,,London,Fulham,239,Fulham,273,Hammersmith,2,2,2,2,666,1
005773-14012019,14 Jan 2019,2019,23:05:44,23,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W6,0,21000406,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522250,178750,,,London,Hammersmith,,,,,1,1,1,1,333,1
005801-15012019,15 Jan 2019,2019,03:11:50,3,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W14,0,21000637,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524550,178050,,,London,Hammersmith,333,Hammersmith,442,Fulham,2,2,2,1,333,1
005853-15012019,15 Jan 2019,2019,09:32:13,9,False Alarm,AFA,,Non Residential,Infant/Primary school,Within same building,W12 8JJ,W12,34121787,21000241,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,523026,179840,523050,179850,51.5041138,-0.2288143,London,Hammersmith,274,Hammersmith,,,1,1,1,1,333,1
005899-15012019,15 Jan 2019,2019,11:54:34,11,Fire,Primary Fire,,Non Residential,Large supermarket ,Correct incident location,W3 7DA,W3,34003286,21001223,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,521593,180998,521550,180950,51.514831,-0.249052,London,Acton,199,North Kensington,251,North Kensington,1,2,2,1,333,1
005992-15012019,15 Jan 2019,2019,16:33:50,16,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,SW6 7LL,SW6,34050598,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,524192,177473,524150,177450,51.4825923918,-0.2128520641,London,Fulham,355,Hammersmith,,,1,1,1,1,333,2
006055-15012019,15 Jan 2019,2019,19:34:18,19,Special Service,Special Service,Flooding,Dwelling,Bungalow - single occupancy ,Correct incident location,,W6,0,21001372,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522050,179050,,,London,Hammersmith,282,Chiswick,,,1,1,1,1,333,1
006060-15012019,15 Jan 2019,2019,19:48:36,19,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,W6 0JS,W6,34005229,21000795,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,522690,178674,522650,178650,51.493707375,-0.234054839,London,Hammersmith,316,Hammersmith,,,1,1,1,1,333,1
006063-15012019,15 Jan 2019,2019,19:54:06,19,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SW6,0,21000856,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525850,175850,,,London,Fulham,,,,,1,1,1,1,333,1
006070-15012019,15 Jan 2019,2019,20:22:58,20,False Alarm,False alarm - Malicious,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000254,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522150,179750,,,London,Hammersmith,264,Hammersmith,16,Hammersmith,1,2,2,1,333,1
006125-15012019,15 Jan 2019,2019,22:07:55,22,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,SW6,0,21000160,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,,,524050,177250,,,London,Fulham,275,Fulham,,,1,1,1,1,333,1
006180-16012019,16 Jan 2019,2019,00:59:35,0,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,NW10,0,21001204,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,,,522550,182950,,,London,North Kensington,296,North Kensington,323,North Kensington,1,2,2,1,333,1
006220-16012019,16 Jan 2019,2019,06:13:50,6,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W6,0,21000806,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522950,179450,,,London,Hammersmith,256,Hammersmith,311,Hammersmith,1,2,2,1,333,2
006280-16012019,16 Jan 2019,2019,09:21:15,9,False Alarm,AFA,,Non Residential,Converted office ,Correct incident location,W6 0LT,W6,34006648,21000365,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,522781,178639,522750,178650,51.4933745251,-0.2327517928,London,Hammersmith,316,Hammersmith,,,1,1,1,1,333,1
006438-16012019,16 Jan 2019,2019,16:16:11,16,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,SW6 2AR,SW6,34065096,21000085,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,525748,176723,525750,176750,51.4755024,-0.1907253,London,Fulham,657,Hammersmith,,,1,1,1,1,333,1
006543-16012019,16 Jan 2019,2019,20:12:02,20,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,W11,0,21000663,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523850,180150,,,London,North Kensington,301,Hammersmith,,,1,1,1,1,333,1
006657-17012019,17 Jan 2019,2019,06:05:17,6,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W6,0,21000806,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,Grove,Grove,,,522950,179450,,,London,Hammersmith,211,Hammersmith,240,Hammersmith,1,2,2,1,333,1
006788-17012019,17 Jan 2019,2019,12:58:18,12,False Alarm,False alarm - Good intent,,Non Residential,Single shop ,Correct incident location,W6 0EA,W6,34026684,21000103,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,523285,178642,523250,178650,51.4932926641,-0.2255030356,London,Hammersmith,551,Hammersmith,,,1,1,1,1,333,1
006948-17012019,17 Jan 2019,2019,19:59:20,19,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW6,0,21000856,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,,,525650,176350,,,London,Fulham,225,Fulham,287,Chelsea,2,2,2,1,333,1
006983-17012019,17 Jan 2019,2019,21:27:42,21,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),In street close to gazetteer location,W14 9NL,W14,34159707,21000597,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,524604,178363,524650,178350,51.490503025,-0.2066018564,London,Hammersmith,235,Fulham,,,1,1,1,1,333,1
007060-18012019,18 Jan 2019,2019,02:42:46,2,Special Service,Special Service,Suicide/attempts,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21001372,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522050,179050,,,London,Hammersmith,290,Chiswick,,,1,1,1,1,333,1
007153-18012019,18 Jan 2019,2019,09:22:27,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21000759,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013743,Munster,Munster,,,524350,177150,,,London,Fulham,187,Fulham,403,Hammersmith,2,2,2,1,333,1
007223-18012019,18 Jan 2019,2019,12:58:03,12,Special Service,Special Service,Animal assistance incidents,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W14,0,21000597,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524850,177850,,,London,Fulham,288,Hammersmith,,,1,1,1,1,333,1
007241-18012019,18 Jan 2019,2019,14:08:29,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000085,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525850,176650,,,London,Fulham,190,Fulham,,,1,1,1,1,333,1
007278-18012019,18 Jan 2019,2019,15:39:22,15,False Alarm,AFA,,Non Residential,Gym ,Correct incident location,SW6 2RW,SW6,34130866,21000862,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,526204,176057,526250,176050,51.4694179732,-0.1843886338,London,Fulham,295,Fulham,298,Wandsworth,2,2,2,1,333,2
007357-18012019,18 Jan 2019,2019,19:10:37,19,False Alarm,AFA,,Non Residential,Sports/Social club ,Correct incident location,W14 0LR,W14,34034846,21000539,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523918,179419,523950,179450,51.5001401207,-0.2161138605,London,Hammersmith,416,Kensington,,,1,1,1,1,333,1
007422-18012019,18 Jan 2019,2019,22:54:10,22,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,W12 0TU,W12,34128629,21000285,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,522187,181254,522150,181250,51.5170085005,-0.2404059294,London,North Kensington,307,North Kensington,354,North Kensington,2,3,3,2,666,2
007532-19012019,19 Jan 2019,2019,08:32:39,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W14,0,21000579,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524150,178750,,,London,Hammersmith,210,Hammersmith,222,Hammersmith,1,2,2,1,333,1
007542-19012019,19 Jan 2019,2019,09:03:53,9,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,SW6,0,21000583,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,,,524750,175950,,,London,Fulham,255,Fulham,,,1,1,1,1,333,1
007706-19012019,19 Jan 2019,2019,15:35:41,15,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,W12 9AQ,W12,34011325,21000401,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,522073,179778,522050,179750,51.5037639424,-0.2425504637,London,Hammersmith,278,Hammersmith,280,Hammersmith,2,3,3,1,333,1
007727-19012019,19 Jan 2019,2019,16:01:21,16,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW6,0,21000632,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525750,176550,,,London,Fulham,212,Fulham,,,1,1,1,1,333,1
007857-19012019,19 Jan 2019,2019,21:06:51,21,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W6,0,21000694,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,,,522850,178450,,,London,Hammersmith,266,Hammersmith,381,Hammersmith,1,2,2,1,333,1
008079-20012019,20 Jan 2019,2019,14:37:43,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW6,0,21000703,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,,,523450,177050,,,London,Fulham,257,Fulham,303,Hammersmith,2,2,2,1,333,1
008098-20012019,20 Jan 2019,2019,15:21:12,15,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W14,0,21000846,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524550,177950,,,London,Hammersmith,272,Hammersmith,423,Kensington,2,2,2,1,333,1
008170-20012019,20 Jan 2019,2019,17:46:27,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SW6,0,21000403,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,525350,177750,,,London,Fulham,245,Fulham,357,Chelsea,2,2,2,1,333,1
008290-20012019,20 Jan 2019,2019,23:05:21,23,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W14,0,21000400,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523550,179150,,,London,Hammersmith,203,Hammersmith,,,1,1,1,1,333,1
008410-21012019,21 Jan 2019,2019,10:03:38,10,False Alarm,AFA,,Non Residential,Museum ,Correct incident location,SW6 6EA,SW6,34021644,21000122,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,524022,176128,524050,176150,51.4705435229,-0.2157606971,London,Fulham,300,Fulham,,,1,1,1,1,333,1
008438-21012019,21 Jan 2019,2019,11:14:13,11,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W14 0DA,W14,34130882,21000695,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523646,179703,523650,179750,51.5027495678,-0.2199242291,London,Hammersmith,236,Hammersmith,,,1,1,1,1,333,1
008447-21012019,21 Jan 2019,2019,11:53:52,11,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21001557,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013739,Fulham Town,Fulham Town,,,524950,176550,,,London,Fulham,212,Fulham,,,1,1,1,1,333,1
008487-21012019,21 Jan 2019,2019,14:17:05,14,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,W14 0DA,W14,34033120,21000695,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523628,179660,523650,179650,51.5023660634,-0.2202068053,London,Hammersmith,445,Hammersmith,,,1,1,1,1,333,1
008579-21012019,21 Jan 2019,2019,18:25:47,18,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW6,0,21000426,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525950,176250,,,London,Fulham,303,Fulham,,,1,1,1,1,333,1
008690-21012019,21 Jan 2019,2019,23:37:59,23,False Alarm,False alarm - Good intent,,Non Residential,College/University ,Correct incident location,W12 0BZ,W12,34159075,21000894,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,523327,181144,523350,181150,51.515769,-0.224014,London,North Kensington,222,North Kensington,235,North Kensington,3,5,5,2,666,2
008865-22012019,22 Jan 2019,2019,13:39:47,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SW6,0,21000154,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,,,525650,177250,,,London,Fulham,386,Fulham,546,Chelsea,2,2,2,1,333,1
008946-22012019,22 Jan 2019,2019,17:26:56,17,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W6,0,21000502,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523350,179250,,,London,Hammersmith,177,Hammersmith,,,1,1,1,1,333,1
009090-22012019,22 Jan 2019,2019,23:58:50,23,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,0,21001101,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524850,178250,,,London,Hammersmith,225,Kensington,242,Fulham,2,2,2,1,333,1
009111-23012019,23 Jan 2019,2019,01:56:13,1,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW6,0,21000422,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,,,525650,176950,,,London,Fulham,220,Fulham,,,1,1,1,1,333,1
009168-23012019,23 Jan 2019,2019,08:32:50,8,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,W12 9RB,W12,34159579,21000835,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,522457,180081,522450,180050,51.5064103621,-0.2369246903,London,Hammersmith,380,Hammersmith,,,1,1,1,1,333,1
009197-23012019,23 Jan 2019,2019,09:59:59,9,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW6,0,21000689,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013739,Fulham Town,Fulham Town,,,524550,176250,,,London,Fulham,253,Fulham,341,Wandsworth,2,2,2,1,333,1
009268-23012019,23 Jan 2019,2019,12:22:37,12,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,SW6 4LJ,SW6,34041577,21000358,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013739,Fulham Town,Fulham Town,524569,176402,524550,176450,51.472878,-0.207806,London,Fulham,262,Fulham,,,1,1,1,1,333,1
